weak_label,latitude,longitude,brightness,scan,track,bright_t31,frp,distance_to_nearest_industry_km,distance_log1p_km,month,dayofyear,hour,is_day,facility_present,confidence,type,nearest_facility_id,nearest_facility_type,nearest_facility_name,status,coordinate_accuracy,acq_date,acq_time
industrial,17.06293,76.97718,301.03,0.42,0.61,290.47,1.33,0.1164361866210488,0.11014163582459373,1,13,19.766666666666666,0,1,n,2,P100000123985,cement,ACC Wadi Cement Plant,operating,exact,2025-01-13,1946
industrial,23.49886,68.57887,311.67,0.4,0.37,298.27,1.24,0.1067675164200156,0.10144361940346032,10,291,21.266666666666666,0,1,n,2,P100000124124,cement,Sanghi Industries Hothiay Cement Plant,operating,exact,2025-10-18,2116
industrial,23.56065,87.23832,304.94,0.55,0.43,290.41,1.42,0.5332007077277161,0.4273575161258497,2,51,19.533333333333335,0,1,n,2,P100000123904,cement,Birla Corporation Durgapur Cement Plant,operating,exact,2025-02-20,1932
industrial,23.68252,86.09326,340.05,0.39,0.36,314.73,7.17,0.3744793468070345,0.3180750025423091,3,87,7.466666666666667,1,1,l,2,L100000102250,coal_power,Bokaro Steel City Thermal Power Station,operating,exact,2025-03-28,728
industrial,22.21477,84.8773,296.85,0.39,0.44,284.83,0.44,0.7695691890965964,0.5707361209695029,12,360,19.716666666666665,0,1,n,2,L100000102494,coal_power,Rourkela Works-2 power station,operating,exact,2025-12-26,1943
industrial,19.9205,79.11386,308.78,0.39,0.44,295.37,1.12,0.1731443308857011,0.15968760633535192,2,42,20.7,0,1,n,2,P100000123978,cement,ACC Cementnagar Cement Plant,operating,exact,2025-02-11,2042
industrial,22.78437,86.20449,310.22,0.51,0.66,290.83,2.08,0.5631165982991692,0.4466816476967451,2,47,19.116666666666667,0,1,n,2,L100000102265,coal_power,Jamshedpur Works power station,operating,exact,2025-02-16,1907
industrial,23.68365,86.09445,304.15,0.44,0.63,286.4,1.67,0.2920937777064082,0.25626398609045825,8,228,19.233333333333334,0,1,n,2,L100000102250,coal_power,Bokaro Steel City Thermal Power Station,operating,exact,2025-08-16,1914
industrial,23.43012,68.71107,299.52,0.33,0.55,284.52,0.61,0.251239946192887,0.2241350166043327,2,32,20.483333333333334,0,1,n,2,P100000124072,cement,UltraTech Cement Sewagram Cement Plant,operating,exact,2025-02-01,2029
industrial,21.38873,81.6452,309.75,0.39,0.36,289.62,1.08,0.3184107818819912,0.2764270581447816,1,1,20.166666666666668,0,1,n,2,L100000102183,coal_power,Siltara SKS power station,operating,exact,2025-01-01,2010
industrial,23.6817,86.09565,305.03,0.44,0.46,293.62,1.52,0.5416182445473778,0.43283267286076627,4,91,20.35,0,1,n,2,L100000102250,coal_power,Bokaro Steel City Thermal Power Station,operating,exact,2025-04-01,2021
industrial,21.5773,82.02272,311.5,0.41,0.37,295.54,2.68,0.1616270037896432,0.14982161188227255,6,156,20.083333333333332,0,1,n,2,P100000124070,cement,UltraTech Cement Rawan Cement Plant,operating,exact,2025-06-05,2005
industrial,17.60426,83.20099,327.39,0.47,0.48,302.25,3.27,0.5090267089386739,0.4114648793896255,12,349,7.316666666666666,1,1,l,2,L100000102082,coal_power,Vizag Steel Plant power station,operating,exact,2025-12-15,719
industrial,24.57857,74.80325,308.38,0.41,0.37,294.37,1.51,0.0767342174064142,0.07393258722349728,4,101,20.566666666666666,0,1,n,2,P100000124066,cement,UltraTech Cement Vikram Nagar Cement Plant,operating,exact,2025-04-11,2034
industrial,26.26642,74.18988,299.11,0.52,0.5,286.24,1.62,0.2170113670106912,0.1963981541513281,12,358,20.333333333333332,0,1,n,2,P100000124045,cement,Shree Cement Ras Cement Plant,operating,exact,2025-12-24,2020
industrial,22.00049,82.67045,305.07,0.46,0.63,286.08,2.67,0.3747069780026223,0.3182406015008473,6,164,20.916666666666668,0,1,n,2,L100000102149,coal_power,Hathneora Captive Power Plant,operating,exact,2025-06-13,2055
industrial,17.60615,83.2029,300.49,0.45,0.63,287.83,1.28,0.6393947859244399,0.4943271407537801,8,217,19.366666666666667,0,1,n,2,L100000102082,coal_power,Vizag Steel Plant power station,operating,exact,2025-08-05,1922
industrial,22.00711,82.66838,298.61,0.36,0.57,287.84,1.0,0.4007906121502829,0.3370368001896943,11,319,20.85,0,1,n,2,L100000102149,coal_power,Hathneora Captive Power Plant,operating,exact,2025-11-15,2051
industrial,23.6826,86.09026,302.59,0.43,0.46,287.26,1.58,0.4573696170545295,0.37663317867467255,1,3,19.516666666666666,0,1,n,2,L100000102250,coal_power,Bokaro Steel City Thermal Power Station,operating,exact,2025-01-03,1931
industrial,21.98478,83.23087,309.07,0.39,0.36,297.09,1.29,0.3367103952910235,0.2902116667968183,5,129,20.166666666666668,0,1,n,2,L100000102172,coal_power,JSW Ispat Raigarh power station,operating,exact,2025-05-09,2010
industrial,22.78614,86.20811,333.13,0.4,0.44,302.11,3.96,0.8382507148848569,0.60881442098837,5,134,7.8,1,1,n,2,L100000102265,coal_power,Jamshedpur Works power station,operating,exact,2025-05-14,748
industrial,24.66316,74.63098,308.58,0.38,0.59,297.08,2.07,0.2073808733569848,0.18845344607282488,4,92,20.05,0,1,n,2,P100000124135,cement,Wonder Cement Phachar Aheeran Cement Plant,operating,exact,2025-04-02,2003
industrial,15.02327,78.01587,316.78,0.39,0.44,298.23,2.23,0.1621831967121327,0.15030030238203035,3,90,20.716666666666665,0,1,n,2,P100000124064,cement,UltraTech Cement Tadipatri Cement Plant,operating,exact,2025-03-31,2043
industrial,21.67906,84.04,339.62,0.4,0.37,309.24,3.57,0.201865880967294,0.18387524999341817,2,49,7.683333333333334,1,1,n,2,L100000102492,coal_power,Rengali Bhushan power station,operating,exact,2025-02-18,741
industrial,18.68218,73.03885,312.87,0.42,0.45,293.76,2.67,0.084586283969092,0.08119860917953803,12,350,21.2,0,1,n,2,P100000123969,cement,JSW Cement Raigad Cement Plant,operating,exact,2025-12-16,2112
industrial,21.98639,83.23186,310.93,0.39,0.36,291.02,1.2,0.1648812500725299,0.15261915055410444,1,17,20.166666666666668,0,1,n,2,L100000102172,coal_power,JSW Ispat Raigarh power station,operating,exact,2025-01-17,2010
industrial,26.26863,74.18841,309.39,0.33,0.56,296.82,1.45,0.0718384191694476,0.06937532290123603,3,81,20.133333333333333,0,1,n,2,P100000124045,cement,Shree Cement Ras Cement Plant,operating,exact,2025-03-22,2008
industrial,18.68632,73.0397,331.71,0.42,0.45,294.21,2.67,0.4940961664988326,0.40152145311217846,12,350,21.2,0,1,n,2,P100000123969,cement,JSW Cement Raigad Cement Plant,operating,exact,2025-12-16,2112
industrial,17.06238,76.97729,306.16,0.42,0.45,283.78,1.33,0.115803852063727,0.10957508871202778,11,332,20.15,0,1,n,2,P100000123985,cement,ACC Wadi Cement Plant,operating,exact,2025-11-28,2009
industrial,24.71461,74.66914,299.9,0.46,0.47,288.62,0.88,0.1092763608438917,0.10370787555965817,1,22,20.266666666666666,0,1,n,2,P100000124013,cement,NuvoVistas Corporation Chittaurgarh Cement Plant,operating,exact,2025-01-22,2016
industrial,18.68144,73.0324,303.18,0.64,0.72,292.13,3.17,0.5858629759000497,0.46112872345259304,3,87,21.633333333333333,0,1,n,2,P100000123969,cement,JSW Cement Raigad Cement Plant,operating,exact,2025-03-28,2138
industrial,21.87775,83.49635,302.02,0.44,0.38,289.43,0.99,0.6679852308809344,0.5116164495094256,1,6,20.266666666666666,0,1,n,2,L100000102167,coal_power,Raigarh Ind Power power station,operating,exact,2025-01-06,2016
industrial,17.60855,83.20096,306.71,0.53,0.42,292.67,1.56,0.4912492774964062,0.3996142099345864,11,317,19.816666666666666,0,1,n,2,L100000102082,coal_power,Vizag Steel Plant power station,operating,exact,2025-11-13,1949
industrial,21.67863,84.0378,324.8,0.38,0.36,296.17,3.45,0.3697981625805665,0.3146634024028783,3,76,20.05,0,1,n,2,L100000102492,coal_power,Rengali Bhushan power station,operating,exact,2025-03-17,2003
industrial,24.66145,74.63451,309.46,0.43,0.38,295.92,1.38,0.2181738520493502,0.1973528947746397,11,308,20.95,0,1,n,2,P100000124135,cement,Wonder Cement Phachar Aheeran Cement Plant,operating,exact,2025-11-04,2057
industrial,24.45176,83.03806,299.63,0.42,0.61,287.76,1.03,0.3048699305596397,0.2661033657380237,1,30,19.416666666666668,0,1,n,2,P100000124057,cement,UltraTech Cement Dalla Cement Plant,operating,exact,2025-01-30,1925
industrial,24.82217,73.09504,312.18,0.43,0.38,293.58,1.07,0.117280758586205,0.11089783907336725,8,217,21.016666666666666,0,1,n,2,P100000124055,cement,UltraTech Cement Sirohi Cement Plant,operating,exact,2025-08-05,2101
industrial,21.92306,83.34079,308.63,0.43,0.38,294.64,1.36,0.5238703038387744,0.42125335117503826,3,70,20.266666666666666,0,1,n,2,L100000102168,coal_power,Raigarh Jindal power station,operating,exact,2025-03-11,2016
industrial,24.20416,80.7997,298.57,0.43,0.38,286.72,0.69,0.1694487279315037,0.15653246506480814,11,320,20.516666666666666,0,1,n,2,P100000123918,cement,UltraTech Cement Maihar Cement Plant,operating,exact,2025-11-16,2031
industrial,20.96572,86.0515,332.83,0.4,0.37,304.35,2.9,0.6223810551362502,0.4838948572855598,12,338,7.433333333333334,1,1,n,2,L100000102459,coal_power,Duburi Steel power station,operating,exact,2025-12-04,726
industrial,15.18881,76.65509,306.12,0.39,0.36,293.77,1.05,0.7612560716029949,0.5660272315508549,6,155,20.433333333333334,0,1,n,2,L100000102303,coal_power,JSW Vijayanagar Toranagallu power station,operating,exact,2025-06-04,2026
industrial,21.67216,82.08037,304.04,0.58,0.52,291.32,1.44,0.3561667044661357,0.3046621203587536,11,328,19.7,0,1,n,2,P100000123989,cement,Ambuja Cements Rawan Cement Plant,operating,exact,2025-11-24,1942
industrial,21.37155,81.68555,308.2,0.42,0.37,297.18,1.52,0.2207556812468995,0.1994700778475536,3,76,20.05,0,1,n,2,L100000102184,coal_power,Siltara Works power station,operating,exact,2025-03-17,2003
industrial,17.60928,83.20394,309.97,0.39,0.59,284.04,1.56,0.8046824876567726,0.5903846691960116,1,10,20.7,0,1,n,2,L100000102082,coal_power,Vizag Steel Plant power station,operating,exact,2025-01-10,2042
industrial,23.49743,68.57934,300.43,0.68,0.74,287.94,1.94,0.1552832762255415,0.14434557470357798,12,363,22.116666666666667,0,1,n,2,P100000124124,cement,Sanghi Industries Hothiay Cement Plant,operating,exact,2025-12-29,2207
industrial,24.76179,74.6081,307.1,0.48,0.4,296.68,2.03,0.3807892640289373,0.32265526613497547,4,112,20.466666666666665,0,1,n,2,L100000102178,coal_power,Rawan Cement power station,operating,exact,2025-04-22,2028
industrial,17.60864,83.20247,316.05,0.77,0.77,289.74,3.81,0.637534164637766,0.4931915522105476,12,361,21.1,0,1,n,2,L100000102082,coal_power,Vizag Steel Plant power station,operating,exact,2025-12-27,2106
industrial,20.80563,85.25948,305.42,0.46,0.47,293.71,1.46,0.6781521664875234,0.5176932871799756,3,83,19.533333333333335,0,1,n,2,L100000102481,coal_power,Meramandali power station,operating,exact,2025-03-24,1932
industrial,15.17243,76.37945,301.5,0.51,0.66,288.76,1.17,0.236435597966399,0.2122327224873635,12,355,21.316666666666666,0,1,n,2,L100000102295,coal_power,Danapuram BMM power station,operating,exact,2025-12-21,2119
industrial,24.0524,80.61244,297.02,0.43,0.38,285.34,1.36,0.267026244512134,0.2366726150251304,12,352,20.55,0,1,n,2,P100000123981,cement,ACC Kymore Cement Plant,operating,exact,2025-12-18,2033
industrial,19.78739,79.14805,304.8,0.39,0.59,293.54,1.0,0.2103217773187406,0.1908862559234719,1,25,21.016666666666666,0,1,n,2,P100000124062,cement,UltraTech Cement Chandrapur Cement Plant,operating,exact,2025-01-25,2101
industrial,20.80941,85.25774,317.45,0.36,0.57,293.49,1.5,0.5284807516161557,0.42427426928035655,1,21,20.583333333333332,0,1,n,2,L100000102481,coal_power,Meramandali power station,operating,exact,2025-01-21,2035
industrial,23.55544,87.24131,309.2,0.39,0.36,292.4,0.83,0.8420507049263427,0.6108794645586719,3,82,19.833333333333332,0,1,n,2,L100000102671,coal_power,Durgapur SAIL power station,operating,exact,2025-03-23,1950
industrial,21.67367,82.07828,302.15,0.46,0.39,292.02,0.79,0.5842613412425114,0.4601182679413359,11,327,20.016666666666666,0,1,n,2,P100000123989,cement,Ambuja Cements Rawan Cement Plant,operating,exact,2025-11-23,2001
industrial,18.68408,73.03176,306.03,0.39,0.36,291.73,2.7,0.6809438350553256,0.5193554422414837,7,191,20.833333333333332,0,1,n,2,P100000123969,cement,JSW Cement Raigad Cement Plant,operating,exact,2025-07-10,2050
industrial,20.91062,71.46176,310.78,0.41,0.37,295.64,0.95,0.1088492266369992,0.10332274478565436,3,89,21.0,0,1,n,2,P100000124067,cement,UltraTech Cement Amreli Cement Plant,operating,exact,2025-03-30,2100
industrial,11.81044,77.91895,302.79,0.53,0.42,287.65,1.77,0.3969466567020396,0.3342888953668639,3,69,20.633333333333333,0,1,n,2,L100000102560,coal_power,Mettur Siscol power station,operating,exact,2025-03-10,2038
industrial,15.17093,76.37774,307.39,0.43,0.46,295.54,1.96,0.1530426999871408,0.14240427441483924,2,44,20.1,0,1,n,2,L100000102295,coal_power,Danapuram BMM power station,operating,exact,2025-02-13,2006
industrial,27.08023,73.81615,299.7,0.41,0.45,285.65,0.94,0.1134839825619159,0.10749382284479693,12,339,21.25,0,1,n,2,P100000124506,cement,Ambuja Cements Marwar Mundwa Cement Plant,operating,exact,2025-12-05,2115
industrial,19.80106,78.86515,299.05,0.4,0.37,287.5,0.57,0.1065829449678131,0.10127683926100192,12,342,20.35,0,1,n,2,P100000124538,cement,RCCPL Mukutban Cement Plant,operating,exact,2025-12-08,2021
industrial,20.80812,85.25467,304.11,0.72,0.75,290.49,1.73,0.1816532910494747,0.16691455197079602,2,58,19.016666666666666,0,1,n,2,L100000102481,coal_power,Meramandali power station,operating,exact,2025-02-27,1901
industrial,23.68046,86.09692,317.61,0.38,0.36,289.55,3.28,0.7284116504264012,0.547202865637511,11,327,20.0,0,1,n,2,L100000102250,coal_power,Bokaro Steel City Thermal Power Station,operating,exact,2025-11-23,2000
industrial,24.82304,73.09294,301.68,0.41,0.45,288.37,2.13,0.1284266208472284,0.12082429154345153,2,35,21.2,0,1,n,2,P100000124055,cement,UltraTech Cement Sirohi Cement Plant,operating,exact,2025-02-04,2112
industrial,21.54301,81.94816,309.81,0.4,0.37,292.67,0.94,0.2686233126099856,0.237932306692344,2,38,20.266666666666666,0,1,n,2,P100000124065,cement,UltraTech Cement Hirmi Cement Plant,operating,exact,2025-02-07,2016
industrial,21.98653,83.23314,310.69,0.39,0.36,293.66,1.36,0.2347388152183856,0.21085946206056724,2,49,20.166666666666668,0,1,n,2,L100000102172,coal_power,JSW Ispat Raigarh power station,operating,exact,2025-02-18,2010
industrial,17.60469,83.19981,320.15,0.53,0.42,293.47,1.59,0.3802464432382998,0.322262065281975,12,349,19.833333333333332,0,1,n,2,L100000102082,coal_power,Vizag Steel Plant power station,operating,exact,2025-12-15,1950
industrial,20.91024,71.46022,309.05,0.48,0.48,292.48,2.2,0.0773573070119521,0.07451110453889709,12,344,21.4,0,1,n,2,P100000124067,cement,UltraTech Cement Amreli Cement Plant,operating,exact,2025-12-10,2124
industrial,19.72311,79.17506,306.87,0.5,0.41,293.54,1.58,0.1770171693402986,0.16298341554668003,2,44,20.066666666666666,0,1,n,2,P100000123917,cement,UltraTech Cement Gadchandur Cement Plant,operating,exact,2025-02-13,2004
industrial,17.61001,83.20494,314.44,0.47,0.4,297.5,2.13,0.9315059599023434,0.6582999887535794,3,70,20.283333333333335,0,1,n,2,L100000102082,coal_power,Vizag Steel Plant power station,operating,exact,2025-03-11,2017
industrial,21.87564,83.49541,306.31,0.41,0.37,287.56,1.28,0.4697006789773258,0.3850587603140147,1,7,19.95,0,1,n,2,L100000102167,coal_power,Raigarh Ind Power power station,operating,exact,2025-01-07,1957
industrial,21.11242,72.63438,307.0,0.35,0.57,294.83,0.89,0.9757495408229282,0.6809478406964564,1,1,20.166666666666668,0,1,n,2,L100000102210,coal_power,Hazira power station (Essar),operating,exact,2025-01-01,2010
industrial,22.78911,86.20905,316.17,0.38,0.36,299.38,3.51,0.9440524723984642,0.6647746976484892,3,87,19.933333333333334,0,1,n,2,L100000102265,coal_power,Jamshedpur Works power station,operating,exact,2025-03-28,1956
industrial,23.11994,70.08489,295.52,0.38,0.36,284.72,0.43,0.3879777425881692,0.3278478263567394,1,25,21.0,0,1,n,2,L100000102214,coal_power,Kutch Welspun power station,operating,exact,2025-01-25,2100
industrial,21.98636,83.23333,307.31,0.39,0.59,289.85,0.55,0.2617444346169319,0.2324952353839909,11,319,20.85,0,1,n,2,L100000102172,coal_power,JSW Ispat Raigarh power station,operating,exact,2025-11-15,2051
industrial,26.60512,73.68573,301.09,0.44,0.38,285.63,0.66,0.1668646633924855,0.15432037690716763,12,345,21.05,0,1,n,2,P100000124069,cement,UltraTech Cement Kharia Khangar Cement Plant,operating,exact,2025-12-11,2103
industrial,18.68286,73.03941,319.16,0.48,0.4,293.0,2.78,0.1624430487586831,0.15052386696419834,12,352,20.566666666666666,0,1,n,2,P100000123969,cement,JSW Cement Raigad Cement Plant,operating,exact,2025-12-18,2034
industrial,15.02363,78.01115,304.05,0.44,0.62,289.53,0.69,0.3337634362224634,0.2880045976018002,12,360,19.75,0,1,n,2,P100000124064,cement,UltraTech Cement Tadipatri Cement Plant,operating,exact,2025-12-26,1945
